"2021-04-07T00:00:00Z[Etc/UTC]","1961.46","Saída"
"2021-04-08T00:00:00Z[Etc/UTC]","2079.92","---"
"2021-04-09T00:00:00Z[Etc/UTC]","2066.93","Saída"
"2021-04-10T00:00:00Z[Etc/UTC]","2133.79","---"
"2021-04-11T00:00:00Z[Etc/UTC]","2151.42","---"
"2021-04-12T00:00:00Z[Etc/UTC]","2137.81","Saída"
"2021-04-13T00:00:00Z[Etc/UTC]","2299.93","---"
"2021-04-14T00:00:00Z[Etc/UTC]","2431.56","---"
"2021-04-15T00:00:00Z[Etc/UTC]","2514.22","---"
"2021-04-16T00:00:00Z[Etc/UTC]","2423.18","Saída"
"2021-04-17T00:00:00Z[Etc/UTC]","2318.33","---"
"2021-04-18T00:00:00Z[Etc/UTC]","2237.17","---"
"2021-04-20T00:00:00Z[Etc/UTC]","2332.14","---"
"2021-04-19T00:00:00Z[Etc/UTC]","2160.63","Entrada"
"2021-04-21T00:00:00Z[Etc/UTC]","2360.81","---"
"2021-04-22T00:00:00Z[Etc/UTC]","2401.1","---"
"2021-04-23T00:00:00Z[Etc/UTC]","2367.31","Saída"
"2021-04-25T00:00:00Z[Etc/UTC]","2316.48","Entrada"
"2021-04-24T00:00:00Z[Etc/UTC]","2215.93","---"
"2021-04-26T00:00:00Z[Etc/UTC]","2533.12","---"
"2021-04-27T00:00:00Z[Etc/UTC]","2665.24","---"
"2021-04-28T00:00:00Z[Etc/UTC]","2746.54","---"
"2021-04-29T00:00:00Z[Etc/UTC]","2757.36","---"
"2021-04-30T00:00:00Z[Etc/UTC]","2772.78","---"
"2021-05-01T00:00:00Z[Etc/UTC]","2944.66","---"
"2021-05-02T00:00:00Z[Etc/UTC]","2950.33","---"
"2021-05-03T00:00:00Z[Etc/UTC]","3429.37","---"
"2021-05-04T00:00:00Z[Etc/UTC]","3286.71","Saída"
"2021-05-05T00:00:00Z[Etc/UTC]","3522.76","---"
"2021-05-06T00:00:00Z[Etc/UTC]","3489.52","Saída"
"2021-05-07T00:00:00Z[Etc/UTC]","3481.22","Entrada"
"2021-05-08T00:00:00Z[Etc/UTC]","3905.55","---"
"2021-05-09T00:00:00Z[Etc/UTC]","3922.23","---"
"2021-05-10T00:00:00Z[Etc/UTC]","3947.9","---"
"2021-05-11T00:00:00Z[Etc/UTC]","4167.78","---"
"2021-05-12T00:00:00Z[Etc/UTC]","3811.77","Saída"
"2021-05-13T00:00:00Z[Etc/UTC]","3719.62","Entrada"
"2021-05-14T00:00:00Z[Etc/UTC]","4075.38","---"
"2021-05-15T00:00:00Z[Etc/UTC]","3641.65","Saída"
"2021-05-16T00:00:00Z[Etc/UTC]","3582.12","---"
"2021-05-17T00:00:00Z[Etc/UTC]","3279.68","---"
"2021-05-18T00:00:00Z[Etc/UTC]","3377.55","---"
"2021-05-19T00:00:00Z[Etc/UTC]","2435.69","---"
"2021-05-20T00:00:00Z[Etc/UTC]","2777.55","---"
"2021-05-21T00:00:00Z[Etc/UTC]","2433.11","---"
"2021-05-22T00:00:00Z[Etc/UTC]","2291.6","---"
"2021-05-23T00:00:00Z[Etc/UTC]","2101.34","Entrada"
"2021-05-24T00:00:00Z[Etc/UTC]","2646.79","---"
"2021-05-25T00:00:00Z[Etc/UTC]","2705.09","---"
"2021-05-26T00:00:00Z[Etc/UTC]","2884.66","---"
"2021-05-27T00:00:00Z[Etc/UTC]","2735.88","---"
"2021-05-28T00:00:00Z[Etc/UTC]","2414.29","Saída"
"2021-05-29T00:00:00Z[Etc/UTC]","2249.89","---"
