2020-12-02,598.05,Entrada
2020-12-01,585.66,Saída
2020-11-30,615.92,---
2020-11-29,575.45,---
2020-11-28,537.74,Entrada
2020-11-27,518.11,---
2020-11-26,519.32,---
2020-11-25,569.67,Saída
2020-11-24,605.03,---
2020-11-23,609.22,---
2020-11-22,559.40,---
2020-11-21,551.91,---
2020-11-20,509.98,---
2020-11-19,471.21,---
2020-11-18,478.52,---
2020-11-17,481.95,---
2021-02-16,"1,781.69",---
2020-11-16,460.43,Entrada
2020-11-15,448.23,---
2020-11-14,460.70,Saída
2020-11-13,476.29,---
2020-11-11,463.33,---
2020-11-12,462.56,---
2020-11-10,450.22,---
2020-11-09,444.33,---
2020-11-08,454.68,---
2020-11-07,435.40,---
2020-11-06,455.72,---
2020-11-05,416.63,---
2020-11-04,402.19,---
2020-11-03,387.92,Entrada
2020-11-02,383.53,Saída
2020-11-01,396.29,---
2020-10-31,386.42,Entrada
2020-10-30,382.41,---
2020-10-29,386.76,---
2020-10-28,388.14,---
2020-10-27,403.15,---
2020-10-26,394.11,---
2020-10-25,406.09,Saída
2020-10-24,411.92,---
2020-10-23,408.52,---
2020-10-22,414.05,---
2020-10-21,391.20,---
2020-10-20,368.35,---
2020-10-19,379.19,---
2020-10-18,377.81,---
2020-10-17,368.63,Entrada
2020-10-16,365.17,---
2020-10-14,379.15,Saída
2020-10-15,377.45,---
2020-10-13,381.23,---
2020-10-12,386.68,---
2020-10-11,374.19,---
2020-10-10,370.16,---
2020-10-09,365.28,---
2020-10-08,350.83,---
2020-10-07,341.48,Entrada
2020-10-06,340.61,Saída
2020-10-04,352.73,---
2020-10-02,345.68,---
2020-10-01,353.07,Saída
2020-09-30,359.39,---
2020-09-29,359.86,---
2020-09-28,354.08,---
2020-09-27,357.23,---
2020-10-05,353.28,---
2020-09-26,354.25,---
2020-09-24,349.17,---
2020-09-25,351.63,---
2020-09-23,319.95,Entrada
2020-09-22,344.03,---
2020-09-21,341.30,---
2020-09-20,371.12,Saída
2020-09-19,385.25,---
2020-09-18,384.20,---
2020-09-17,388.97,---
2020-09-16,364.88,Entrada
2020-09-15,364.01,Saída
2020-09-13,365.71,---
2020-09-12,387.98,---
2020-09-11,373.72,---
2020-09-10,367.92,---
2020-09-09,351.10,---
2020-09-08,337.46,Entrada
2020-09-14,376.70,---
2020-09-07,352.06,---
2020-09-06,353.49,---
2020-09-05,334.91,---
2020-09-04,385.94,---
2020-09-03,381.97,---
2020-09-02,439.08,Saída
2020-08-31,433.90,---
2020-09-01,475.80,---
2020-08-30,428.86,---
2020-08-29,398.80,---
2020-08-28,395.11,---
2020-08-27,383.11,Entrada
2020-08-26,385.96,---
2020-08-25,383.20,Saída
2020-08-24,407.70,---
