"Data","Valor","Cotas","Tipo"
"2021-01-15T00:00:00Z[Etc/UTC]","0.6092736","5.2E-4","Saída"
"2021-01-16T00:00:00Z[Etc/UTC]","0.6387004","5.2E-4","Entrada"
"2021-01-21T00:00:00Z[Etc/UTC]","0.5810116","5.2E-4","Saída"
"2021-01-24T00:00:00Z[Etc/UTC]","0.7229456","5.2E-4","Entrada"
"2021-01-25T00:00:00Z[Etc/UTC]","0.685308","5.2E-4","Saída"
"2021-01-26T00:00:00Z[Etc/UTC]","0.7104604","5.2E-4","Entrada"
"2021-01-27T00:00:00Z[Etc/UTC]","0.6487623999999999","5.2E-4","Saída"
"2021-01-28T00:00:00Z[Etc/UTC]","0.6908044","5.2E-4","Entrada"
"2021-01-31T00:00:00Z[Etc/UTC]","0.6826196","5.2E-4","Saída"
"2021-02-01T00:00:00Z[Etc/UTC]","0.714168","5.2E-4","Entrada"
"2021-02-04T00:00:00Z[Etc/UTC]","0.82888","5.2E-4","Saída"
"2021-02-05T00:00:00Z[Etc/UTC]","0.893984","5.2E-4","Entrada"
"2021-02-06T00:00:00Z[Etc/UTC]","0.8718476","5.2E-4","Saída"
"2021-02-08T00:00:00Z[Etc/UTC]","0.9100936","5.2E-4","Entrada"
"2021-02-10T00:00:00Z[Etc/UTC]","0.9058867999999999","5.2E-4","Saída"
"2021-02-11T00:00:00Z[Etc/UTC]","0.928902","5.2E-4","Entrada"
"2021-02-13T00:00:00Z[Etc/UTC]","0.9440548","5.2E-4","Saída"
"2021-02-17T00:00:00Z[Etc/UTC]","0.960934","5.2E-4","Entrada"
"2021-02-20T00:00:00Z[Etc/UTC]","0.9952175999999999","5.2E-4","Saída"
"2021-03-01T00:00:00Z[Etc/UTC]","0.8164156","5.2E-4","Entrada"
"2021-03-05T00:00:00Z[Etc/UTC]","0.7957507999999999","5.2E-4","Saída"
"2021-03-06T00:00:00Z[Etc/UTC]","0.8575788","5.2E-4","Entrada"
"2021-03-10T00:00:00Z[Etc/UTC]","0.9329527999999999","5.2E-4","Saída"
"2021-03-11T00:00:00Z[Etc/UTC]","0.9494108","5.2E-4","Entrada"
"2021-03-12T00:00:00Z[Etc/UTC]","0.9187879999999999","5.2E-4","Saída"
"2021-03-13T00:00:00Z[Etc/UTC]","0.9989876","5.2E-4","Entrada"
"2021-03-14T00:00:00Z[Etc/UTC]","0.9615111999999999","5.2E-4","Saída"
"2021-03-17T00:00:00Z[Etc/UTC]","0.948142","5.2E-4","Entrada"
"2021-03-18T00:00:00Z[Etc/UTC]","0.9235615999999999","5.2E-4","Saída"
"2021-03-19T00:00:00Z[Etc/UTC]","0.9410128","5.2E-4","Entrada"
"2021-03-20T00:00:00Z[Etc/UTC]","0.9383919999999999","5.2E-4","Saída"
"2021-03-26T00:00:00Z[Etc/UTC]","0.883272","5.2E-4","Entrada"
"2021-04-03T00:00:00Z[Etc/UTC]","1.0444668","5.2E-4","Saída"
"2021-04-04T00:00:00Z[Etc/UTC]","1.0794888","5.2E-4","Entrada"
"2021-04-07T00:00:00Z[Etc/UTC]","1.0199592","5.2E-4","Saída"
"2021-04-08T00:00:00Z[Etc/UTC]","1.0815584","5.2E-4","Entrada"
"2021-04-09T00:00:00Z[Etc/UTC]","1.0748035999999999","5.2E-4","Saída"
"2021-04-10T00:00:00Z[Etc/UTC]","1.1095708","5.2E-4","Entrada"
"2021-04-12T00:00:00Z[Etc/UTC]","1.1116612","5.2E-4","Saída"
"2021-04-13T00:00:00Z[Etc/UTC]","1.1959636","5.2E-4","Entrada"
"2021-04-16T00:00:00Z[Etc/UTC]","1.2600535999999998","5.2E-4","Saída"
"2021-04-20T00:00:00Z[Etc/UTC]","1.2127128","5.2E-4","Entrada"
"2021-04-23T00:00:00Z[Etc/UTC]","1.2310012","5.2E-4","Saída"
"2021-04-26T00:00:00Z[Etc/UTC]","1.3172224","5.2E-4","Entrada"
"2021-05-04T00:00:00Z[Etc/UTC]","1.7090892","5.2E-4","Saída"
"2021-05-05T00:00:00Z[Etc/UTC]","1.8318352","5.2E-4","Entrada"
"2021-05-06T00:00:00Z[Etc/UTC]","1.8145504","5.2E-4","Saída"
"2021-05-08T00:00:00Z[Etc/UTC]","2.030886","5.2E-4","Entrada"
"2021-05-12T00:00:00Z[Etc/UTC]","1.9821204","5.2E-4","Saída"
"2021-05-14T00:00:00Z[Etc/UTC]","2.1191976","5.2E-4","Entrada"
"2021-05-15T00:00:00Z[Etc/UTC]","1.8936579999999998","5.2E-4","Saída"
"2021-05-24T00:00:00Z[Etc/UTC]","1.3763308","5.2E-4","Entrada"
"2021-05-28T00:00:00Z[Etc/UTC]","1.2554307999999998","5.2E-4","Saída"
